Event,Sex,Division,WeightClassLBS,Equipment,Best3BenchLBS,Bench4LBS,Best3DeadliftLBS,Deadlift4LBS,TotalLBS,Name
BD,F,Junior Women,148,Raw,214.7,,341.5,,556.2,Marianne Hartio
BD,F,Junior Women,148,Raw,187.2,,374.7,,561.9,Morgan Taylor
BD,F,Master Women 40-46,165,Raw,159.7,,325,,484.7,Mirtha Delatorre
BD,F,Master Women 40-46,198,Raw,165.2,,402.2,,567.4,Maggie Castellano
BD,F,Master Women 40-46,220,Raw,143.2,,303,,446.2,Faith Robinson
BD,F,Master Women 47-53,114,Raw,110,,220.2,,330.7,Lisa Balestrini
BD,F,Master Women 47-53,132,Raw,115.5,,242.5,,358,Deirdre Harris
BD,F,Master Women 47-53,Super,Raw,253.5,,413.2,,666.7,Arletha Phillip
BD,F,Master Women 54-60,123,Raw,82.5,,253.5,,336,Martha Godinez-Shim
BD,F,Master Women 54-60,132,Raw,143.2,,248,,391.2,Tierney Korotkin
BD,F,Master Women 54-60,148,Raw,66,,170.7,,236.7,Sheela Rangen
BD,F,Master Women 68-74,148,Raw,88,,176.2,,264.2,Carolyn Vanzlow-Edgar
BD,F,Master Women 68-74,220,Raw,99,,248,,347,Marlene Wexler
BD,F,Master Women 80-84,148,Raw,88,,209.2,,297.2,Carrie Reese
BD,F,Open Women,148,Raw,214.7,,341.5,,556.2,Marianne Hartio
BD,F,Open Women,148,Raw,187.2,,374.7,,561.9,Morgan Taylor
BD,F,Open Women,165,Raw,187.2,,363.7,,550.9,Deana Tollefson
BD,F,Open Women,181,Raw,275.5,,418.7,,694.2,Minna Pajulahti
BD,F,Open Women,198,Raw,181.7,,415.4,,597.1,Jessica Blevins
BD,F,Open Women,220,Raw,154.2,,385.7,,539.9,Megan Dutton
BD,F,Open Women,Super,Raw,154.2,,363.7,,517.9,Michelle Garrett
BD,F,Open Women,Super,Raw,209.2,,,,,Poha Henson
BD,F,Submaster Women,181,Raw,275.5,,418.7,,694.2,Minna Pajulahti
BD,F,Teen Women 12-13,165,Raw,121.2,,308.5,,429.7,Mataya Straka
BD,F,Teen Women 12-13,198,Raw,203.7,,374.7,,578.4,Tyara Straka
BD,F,Teen Women 14-15,148,Raw,176.2,,303,,479.2,Havvy Ehrich
BD,F,Teen Women 14-15,165,Raw,82.5,,187.2,,269.7,Ava Eisele
BD,F,Teen Women 18-19,123,Raw,148.7,,319.5,,468.2,Misty Prado
BD,F,Teen Women 18-19,123,Raw,,,,,,Alison Schaaf
